submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
09/26/2020,CA,"798,237",,,"4,197",0,"15,532",,,134,0,09/27/2020 01:39:49 PM,Not agree,Not agree
03/06/2020,MS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/07/2020,OR,"35,634","33,914","1,720",294,0,583,568,15,2,0,10/08/2020 01:56:57 PM,Agree,Agree
05/03/2020,HI,611,,,1,0,17,,,1,0,05/04/2020 06:49:24 PM,Not agree,Not agree
06/13/2020,CT,"44,994","43,078","1,916",305,15,"4,186","3,342",844,27,6,06/14/2020 02:19:43 PM,Agree,Agree
07/01/2020,ID,"6,370","5,786",584,253,20,92,72,20,0,0,07/02/2020 03:10:03 PM,Agree,Agree
01/11/2021,SC,"373,197","333,317","39,880","4,227",664,"6,218",,,60,7,02/08/2021 12:00:00 AM,Agree,Not agree
06/05/2020,CO,"27,615","25,099","2,516",255,4,"1,524","1,205",319,12,2,06/06/2020 02:31:37 PM,Agree,Agree
10/13/2020,MI,"152,862","137,702","15,160","1,466",229,"7,255","6,928",327,30,0,10/14/2020 01:28:39 PM,Agree,Agree
11/16/2020,OH,"305,364","289,593","15,771","7,268",225,"5,742","5,387",355,20,6,11/17/2020 02:52:47 PM,Agree,Agree
01/26/2021,NH,"63,172",,,404,230,994,,,4,3,01/27/2021 02:53:24 PM,Not agree,Not agree
11/16/2020,ID,"83,344","71,359","11,985","1,099",175,763,703,60,4,1,11/17/2020 02:52:47 PM,Agree,Agree
09/03/2020,AZ,"203,953","202,183","1,770","1,092",20,"5,130","4,861",269,65,3,09/04/2020 01:36:16 PM,Agree,Agree
01/19/2021,ID,"156,778","128,067","28,711","1,224",249,"1,637","1,438",199,30,7,01/20/2021 02:44:03 PM,Agree,Agree
11/02/2020,MN,"153,620",,,"2,948",18,"2,538","2,463",75,9,1,11/03/2020 02:57:05 PM,N/A,Agree
09/12/2020,RI,"22,905",,,0,0,"1,071",,,0,0,09/13/2020 04:17:15 PM,Not agree,N/A
05/16/2020,MI,"50,504","50,504",0,425,0,"4,880","4,880",0,55,0,05/17/2020 03:27:46 PM,Agree,Agree
03/10/2020,VT,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/04/2020,DE,593,,,143,,14,,,0,,04/03/2020 04:22:39 PM,Agree,Agree
12/24/2020,LA,"296,499",,,"2,565",372,"7,272","6,918",354,46,5,12/25/2020 02:25:34 PM,Not agree,Agree
02/21/2021,WI,"612,240","559,575","52,665",451,48,"6,871","6,284",587,0,0,02/22/2021 02:53:38 PM,Agree,Agree
09/15/2020,SD,"16,994",,,193,0,184,182,2,0,0,09/16/2020 01:53:41 PM,N/A,Agree
11/14/2020,KY,"136,137","112,914","23,223","3,293",616,"1,658","1,621",37,11,1,11/15/2020 03:12:13 PM,Agree,Agree
03/25/2020,MN,346,,,59,,2,,,1,,03/26/2020 04:22:39 PM,N/A,Agree
11/25/2020,NH,"18,776",,,394,79,514,,,1,0,11/26/2020 02:44:21 PM,Not agree,Not agree
06/21/2020,OK,"10,062","10,043",19,332,0,381,381,0,1,0,06/22/2020 03:24:02 PM,Agree,Agree
07/24/2020,ID,"17,264","16,208","1,056",528,26,144,123,21,6,0,07/25/2020 05:40:06 PM,Agree,Agree
08/10/2020,IN,"74,992",,,664,0,"3,044","2,838",206,3,0,08/11/2020 02:16:27 PM,Not agree,Agree
12/25/2020,AL,"342,426","277,754","64,672","3,625",550,"4,680","4,096",584,4,1,12/26/2020 02:34:18 PM,Agree,Agree
07/03/2020,NJ,"173,874",,,418,32,"15,164","13,308","1,856",57,0,02/19/2021 01:38:31 PM,Not agree,Agree
04/30/2020,RI,"8,621",,,374,0,266,,,15,0,05/01/2020 09:00:19 PM,Not agree,N/A
06/16/2020,FL,"78,128",,,"2,740",0,"2,993",,,55,0,06/17/2020 03:06:04 PM,Not agree,Not agree
01/10/2021,AS,3,,,0,0,0,,,0,0,01/11/2021 03:01:02 PM,,
12/07/2020,MS,"167,926","128,635","39,291","1,732","1,013","4,017","3,442",575,56,17,12/08/2020 02:59:49 PM,Agree,Agree
07/10/2020,PR,"9,366","2,435","6,931",229,145,167,71,96,8,1,07/11/2020 06:25:05 PM,Agree,Agree
01/13/2021,NYC,"511,953","444,272","67,681","5,576","1,104","25,835","20,982","4,853",93,12,01/14/2021 03:12:46 PM,Agree,Agree
11/15/2020,OR,"56,880","55,160","1,720",862,0,761,746,15,2,0,11/16/2020 06:40:02 PM,Agree,Agree
01/16/2021,VA,"439,305","357,345","81,960","9,914","4,539","5,729","5,037",692,23,2,01/17/2021 03:43:14 PM,Agree,Agree
10/24/2020,NM,"41,040",,,872,0,965,,,5,0,10/25/2020 01:45:35 PM,N/A,Not agree
01/08/2021,SC,"355,658","318,642","37,016","7,077","1,467","6,027",,,77,9,02/08/2021 12:00:00 AM,Agree,Not agree
03/01/2020,NC,0,0,0,0,0,0,0,0,0,0,02/19/2021 01:38:31 PM,Agree,Agree
11/29/2020,ND,"79,252","79,252",0,594,0,927,,,7,0,11/30/2020 02:51:40 PM,Agree,Not agree
05/30/2020,WA,"21,349",,,278,0,"1,118",,,7,0,05/31/2020 02:43:17 PM,N/A,N/A
03/26/2020,KS,168,,,70,,3,,,1,,03/26/2020 04:22:39 PM,Agree,N/A
01/29/2021,PA,"834,048","726,031","108,017","9,643","5,659","21,462",,,159,-191,01/30/2021 02:43:11 PM,Agree,Not agree
07/30/2020,NH,"6,544",,,31,0,415,,,4,0,07/31/2020 02:35:06 PM,Not agree,Not agree
01/25/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/15/2020,PW,0,,,0,0,0,,,0,0,09/16/2020 01:53:41 PM,,
01/20/2021,AS,3,,,0,0,0,,,0,0,01/21/2021 02:44:32 PM,,
11/10/2020,NC,"297,442","283,895","13,547","2,582",366,"4,660","4,562",98,45,4,11/11/2020 03:15:25 PM,Agree,Agree
01/08/2021,MD,"303,364",,,"3,758",0,"6,246","6,075",171,30,2,01/09/2021 03:26:08 PM,N/A,Agree
01/09/2021,NV,"246,309",,,"2,648",0,"3,450",,,56,0,01/10/2021 04:10:55 PM,,
08/21/2020,FL,"587,023",,,"4,616",343,"10,168",,,119,4,08/22/2020 02:21:09 PM,Not agree,Not agree
07/21/2020,DE,"13,792","12,804",988,46,5,527,469,58,2,0,07/22/2020 02:51:28 PM,Agree,Agree
01/28/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/30/2020,NJ,"118,653",,,"2,388",0,"7,228","7,228",0,458,0,02/19/2021 01:38:31 PM,Not agree,Agree
11/17/2020,DC,"19,309",,,245,0,660,,,0,0,11/18/2020 02:57:46 PM,,
02/08/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,N/A
10/07/2020,VI,"1,322",,,1,0,20,,,0,0,10/08/2020 01:56:57 PM,,
02/19/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/20/2020,MI,549,,,215,,3,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
10/29/2020,IA,"122,355",,,"2,423",407,"1,696",,,15,0,10/30/2020 01:37:23 PM,Not agree,Not agree
04/29/2020,AL,"7,105","6,898",207,158,4,260,259,1,17,0,04/30/2020 04:07:01 PM,Agree,Agree
01/02/2021,VT,"7,689",,,99,11,139,,,2,0,01/03/2021 02:53:25 PM,Not agree,Not agree
07/10/2020,WY,"1,790","1,445",345,16,-1,21,21,0,0,0,07/11/2020 06:25:05 PM,Agree,Agree
05/14/2020,KY,"7,225","7,225",0,145,0,328,328,0,2,0,05/15/2020 04:11:22 PM,Agree,Agree
09/10/2020,VA,"131,644","125,707","5,937","1,115",31,"2,711","2,578",133,3,0,09/11/2020 01:51:03 PM,Agree,Agree
01/24/2021,KY,"346,586","273,686","72,900","2,018",523,"3,421","3,145",276,35,4,01/25/2021 02:42:40 PM,Agree,Agree
02/17/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
05/29/2020,ME,"2,282","2,025",257,56,2,89,88,1,4,0,05/30/2020 03:47:59 PM,Agree,Agree
05/12/2020,AS,0,,,0,0,0,,,0,0,05/13/2020 03:26:08 PM,,
06/19/2020,MT,698,698,0,32,0,20,20,0,0,0,06/20/2020 02:15:45 PM,Agree,Agree
02/06/2021,NM,"177,214",,,421,0,"3,386",,,8,0,02/07/2021 02:46:31 PM,N/A,Not agree
09/30/2020,MT,"13,393","13,393",0,517,0,181,181,0,2,0,10/01/2020 01:42:11 PM,Agree,Agree
07/10/2020,GA,"111,956","109,489","2,467","4,623",187,"2,965","2,965",0,35,0,07/11/2020 02:25:05 PM,Agree,Agree
02/01/2021,NH,"66,058",,,363,106,"1,059",,,2,1,02/02/2021 02:51:51 PM,Not agree,Not agree
07/09/2020,VI,153,,,9,0,6,,,0,0,07/10/2020 03:35:06 PM,,
06/14/2020,OH,"41,148","38,188","2,960",300,5,"2,557","2,327",230,3,0,06/15/2020 02:33:03 PM,Agree,Agree
07/25/2020,AL,"78,130","76,314","1,816","1,994",170,"1,456","1,413",43,17,5,07/26/2020 03:17:16 PM,Agree,Agree
08/08/2020,DE,"15,575","14,576",999,73,-1,591,521,70,1,0,08/09/2020 02:03:10 PM,Agree,Agree
12/15/2020,ME,"17,295","15,126","2,169",551,98,267,263,4,2,0,12/16/2020 02:28:57 PM,Agree,Agree
11/26/2020,MS,"148,387","120,069","28,318","1,005",419,"3,769","3,292",477,6,1,11/27/2020 03:07:59 PM,Agree,Agree
12/24/2020,FL,"1,226,530",,,"12,770",0,"20,995",,,121,0,12/25/2020 02:25:34 PM,Not agree,Not agree
05/13/2020,AS,0,,,0,0,0,,,0,0,05/14/2020 05:25:44 PM,,
07/29/2020,RMI,0,0,0,0,0,0,0,0,0,0,07/30/2020 02:42:43 PM,Agree,Agree
12/09/2020,DE,"42,393","40,783","1,610",0,0,803,707,96,0,0,12/10/2020 02:50:16 PM,Agree,Agree
06/03/2020,LA,"41,133",,,276,-111,"2,870","2,759",111,35,0,06/04/2020 03:03:31 PM,Not agree,Agree
12/09/2020,AZ,"382,601","369,149","13,452","4,444",433,"7,081","6,551",530,108,6,12/10/2020 02:50:16 PM,Agree,Agree
06/03/2020,TX,"68,271",,,"1,703",0,"1,734",,,36,0,06/04/2020 03:03:31 PM,Not agree,Not agree
05/09/2020,AL,"9,923","9,698",225,284,1,394,393,1,8,0,05/10/2020 09:26:08 PM,Agree,Agree
09/11/2020,IA,"73,070",,,795,40,"1,212",,,5,0,09/12/2020 02:12:43 PM,Not agree,Not agree
02/16/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,N/A
04/22/2020,AS,0,,,0,0,0,,,0,0,04/22/2020 04:22:39 PM,,
04/25/2020,MO,"6,826",,,201,0,273,,,11,0,05/25/2020 03:38:40 PM,Not agree,Not agree
12/04/2020,FL,"1,022,354",,,"9,898","2,375","18,994",,,120,7,12/05/2020 02:29:17 PM,Not agree,Not agree
11/20/2020,IA,"203,975",,,"4,284",811,"2,135",,,29,0,11/21/2020 02:59:41 PM,Not agree,Not agree
09/27/2020,SC,"146,202","140,997","5,205",894,57,"3,423",,,18,2,02/08/2021 12:00:00 AM,Agree,Not agree
09/17/2020,RI,"23,488",,,130,0,"1,085",,,4,0,09/18/2020 01:48:37 PM,Not agree,N/A
10/23/2020,MD,"139,487",,,796,0,"4,091","3,945",146,13,0,10/24/2020 01:26:44 PM,N/A,Agree
03/18/2020,MI,80,,,15,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
05/12/2020,ME,"1,515","1,372",143,53,9,66,66,0,1,0,05/13/2020 03:26:08 PM,Agree,Agree
02/29/2020,NH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/08/2020,NE,523,,,45,,14,,,4,,04/07/2020 04:22:39 PM,Not agree,Not agree
12/06/2020,NC,"394,990","369,538","25,452","6,438",598,"5,543","5,347",196,27,3,12/07/2020 02:38:33 PM,Agree,Agree
07/05/2020,OK,"15,776","15,665",111,131,111,416,416,0,18,0,07/06/2020 03:16:12 PM,Agree,Agree
11/22/2020,VI,"1,504",,,0,0,23,,,0,0,11/23/2020 03:04:35 PM,,
05/08/2020,WA,"16,388",,,157,0,905,,,14,0,05/09/2020 09:26:08 PM,N/A,N/A
01/25/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/19/2020,PA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
07/18/2020,MO,"32,248",,,958,0,"1,130",,,9,0,07/19/2020 03:05:47 PM,Not agree,Not agree
05/09/2020,FSM,0,0,0,0,0,0,0,0,0,0,05/10/2020 09:26:08 PM,Agree,Agree
08/24/2020,NYC,"233,524","228,788","4,736",256,85,"23,666","19,029","4,637",4,0,08/25/2020 02:02:54 PM,Agree,Agree
04/19/2020,AZ,"4,929","4,929",0,210,0,184,184,0,7,0,04/19/2020 04:22:39 PM,Agree,Agree
02/19/2021,MS,"290,242","180,717","109,525",350,183,"6,553","4,610","1,943",19,12,02/20/2021 02:45:37 PM,Agree,Agree
12/18/2020,LA,"282,434",,,"3,113",693,"6,994","6,664",330,30,3,12/19/2020 02:42:31 PM,Not agree,Agree
09/20/2020,CT,"55,527","53,218","2,309",0,0,"4,492","3,597",895,0,0,09/21/2020 01:47:41 PM,Agree,Agree
02/23/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/09/2020,OR,"21,272","21,272",0,262,0,356,356,0,1,0,08/10/2020 02:23:35 PM,Agree,Agree
07/06/2020,PR,"8,714","2,147","6,567",129,53,157,62,95,2,0,07/07/2020 02:58:02 PM,Agree,Agree
01/10/2021,IA,"296,480",,,"1,127",188,"4,138",,,11,11,01/11/2021 03:01:02 PM,Not agree,Not agree
11/19/2020,LA,"211,966",,,"2,052",291,"6,199","5,951",248,15,3,11/20/2020 03:06:16 PM,Not agree,Agree
08/31/2020,TN,"154,933","151,250","3,683","1,818",37,"1,754","1,704",50,7,1,09/01/2020 02:09:34 PM,Agree,Agree
11/01/2020,CO,"107,350","100,220","7,130",0,0,"2,285","1,893",392,0,0,11/02/2020 02:53:09 PM,Agree,Agree
02/16/2020,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/21/2020,MD,"80,172",,,627,0,"3,405","3,276",129,3,-1,07/22/2020 02:51:28 PM,N/A,Agree
11/13/2020,UT,"145,789","145,789",0,"2,150",0,701,690,11,14,2,11/14/2020 02:44:40 PM,Agree,Agree
04/28/2020,KY,"4,375","4,375",0,229,0,225,225,0,12,0,04/29/2020 06:12:08 PM,Agree,Agree
11/05/2020,TX,"1,008,438",,,"10,171","1,577","18,453",,,133,0,02/19/2021 01:40:11 PM,Not agree,Not agree
02/13/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/25/2020,CO,"322,189","308,907","13,282","2,659",91,"4,586","3,948",638,36,1,12/26/2020 02:34:18 PM,Agree,Agree
02/17/2021,PA,"902,650","779,638","123,012","3,413",952,"23,319",,,193,-16,02/18/2021 02:43:57 PM,Agree,Not agree
08/05/2020,TX,"459,887",,,"8,706",0,"7,497",,,236,0,08/06/2020 02:12:27 PM,Not agree,Not agree
01/28/2020,VI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
12/17/2020,FSM,0,0,0,0,0,0,0,0,0,0,12/18/2020 02:45:01 PM,Agree,Agree
04/27/2020,PR,"1,389","1,389",0,18,0,84,84,0,0,0,05/25/2020 03:38:40 PM,Agree,Agree
02/07/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/22/2020,SD,21,,,7,,1,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
08/09/2020,CA,"554,160",,,"8,373",0,"10,293",,,104,0,08/10/2020 02:23:35 PM,Not agree,Not agree
10/15/2020,WY,"8,375","7,089","1,286",198,23,57,57,0,0,0,10/16/2020 01:33:55 PM,Agree,Agree
02/11/2021,TX,"2,529,343",,,"11,890","2,858","39,771",,,385,0,02/12/2021 02:56:38 PM,Not agree,Not agree
09/20/2020,SD,"18,696",,,252,0,202,200,2,2,0,09/21/2020 01:47:41 PM,N/A,Agree
04/28/2020,VT,862,,,7,0,47,,,0,0,04/29/2020 06:12:08 PM,Not agree,Not agree
12/17/2020,DC,"25,830",,,228,0,725,,,5,0,12/18/2020 02:45:01 PM,,
01/03/2021,ID,"142,507","117,898","24,609",308,46,"1,448","1,281",167,0,0,01/04/2021 02:55:45 PM,Agree,Agree
12/15/2020,LA,"272,276",,,"2,633",466,"6,895","6,577",318,50,8,12/16/2020 02:28:57 PM,Not agree,Agree
08/13/2020,PA,"122,121","118,731","3,390",991,-1,"7,409",,,24,12,08/14/2020 02:30:03 PM,Agree,Not agree
03/15/2020,ND,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
07/26/2020,DE,"14,406","13,410",996,231,0,579,509,70,0,0,07/27/2020 02:16:42 PM,Agree,Agree
04/05/2020,NY,"54,480",,,"4,082",,"1,017",,,451,,04/04/2020 04:22:39 PM,Not agree,Not agree
08/24/2020,KS,"38,401","37,401","1,000","1,545",39,426,,,7,0,08/25/2020 02:02:54 PM,Agree,N/A
12/10/2020,CO,"276,995","265,503","11,492","4,649",156,"3,759","3,210",549,120,10,12/11/2020 03:06:51 PM,Agree,Agree
06/29/2020,NJ,"172,245",,,133,43,"14,992","13,138","1,854",17,0,02/19/2021 01:38:31 PM,Not agree,Agree
06/30/2020,WY,"1,487","1,184",303,37,4,20,20,0,0,0,07/01/2020 03:45:16 PM,Agree,Agree
06/23/2020,MN,"33,763",,,294,0,"1,432","1,397",35,7,3,06/24/2020 03:03:27 PM,N/A,Agree
06/13/2020,NY,"173,137",,,377,0,"8,489",,,21,0,06/14/2020 02:19:43 PM,Not agree,Not agree
01/09/2021,CT,"205,994","193,991","12,003",0,0,"6,324","5,127","1,197",0,0,01/10/2021 04:10:55 PM,Agree,Agree
10/18/2020,RI,"27,691",,,0,0,"1,152",,,0,0,10/19/2020 02:06:44 PM,Not agree,N/A
02/01/2021,RI,"115,956",,,"1,518",0,"2,173",,,19,0,02/02/2021 02:51:51 PM,Not agree,N/A
08/26/2020,SD,"11,571",,,66,0,162,160,2,1,0,08/27/2020 01:42:08 PM,N/A,Agree
01/23/2021,AS,3,,,0,0,0,,,0,0,01/24/2021 02:36:49 PM,,
10/01/2020,OK,"94,619","84,235","10,384","1,177",136,"1,041","1,023",18,4,1,10/02/2020 01:40:08 PM,Agree,Agree
07/16/2020,WI,"43,139","39,627","3,512",942,42,838,831,7,4,0,07/17/2020 02:31:01 PM,Agree,Agree
07/21/2020,MN,"47,961",,,504,0,"1,592","1,552",40,4,0,07/22/2020 02:51:28 PM,N/A,Agree
02/21/2021,GA,"985,505","804,812","180,693","1,758",295,"16,744","14,633","2,111",2,-2,02/22/2021 02:53:38 PM,Agree,Agree
03/26/2020,WY,55,,,11,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/06/2020,KY,"17,152","16,525",627,776,32,593,589,4,8,0,07/07/2020 02:58:02 PM,Agree,Agree
08/15/2020,MI,"101,782","92,155","9,627","1,058",43,"6,586","6,318",268,20,2,08/16/2020 02:57:14 PM,Agree,Agree
06/09/2020,KY,"11,708","11,419",289,232,25,477,475,2,5,0,06/10/2020 08:56:25 PM,Agree,Agree
04/27/2020,GU,144,,,2,0,5,,,0,0,05/25/2020 03:38:40 PM,Not agree,Not agree
12/17/2020,SD,"93,197",,,594,87,"1,301","1,062",239,1,1,12/18/2020 02:45:01 PM,N/A,Agree
02/07/2021,MA,"526,426","516,530","9,896","3,004",0,"14,906","14,698",208,76,0,02/08/2021 02:53:12 PM,Agree,Agree
05/31/2020,MP,22,22,0,0,0,2,2,0,0,0,06/01/2020 02:17:42 PM,Agree,Agree
05/03/2020,FL,"35,969",,,506,0,"1,399",,,35,0,05/04/2020 10:49:24 PM,Not agree,Not agree
06/12/2020,SC,"17,150","17,150",0,686,0,609,,,3,0,02/08/2021 12:00:00 AM,Agree,Not agree
02/24/2020,PA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
09/24/2020,NYC,"242,685","237,227","5,458",430,44,"23,792","19,165","4,627",7,1,09/25/2020 01:54:10 PM,Agree,Agree
04/27/2020,MT,451,451,0,2,0,16,16,0,2,0,05/25/2020 03:38:40 PM,Agree,Agree
03/08/2020,NY,28,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
01/25/2021,SC,"432,535","382,933","49,602","3,248",446,"7,176",,,64,15,02/08/2021 12:00:00 AM,Agree,Not agree
04/25/2020,VT,843,,,16,0,46,,,2,0,05/25/2020 03:38:40 PM,Not agree,Not agree
12/21/2020,TN,"529,578","474,343","55,235","9,891","1,456","6,136","5,427",709,65,16,12/22/2020 02:35:48 PM,Agree,Agree
07/25/2020,ME,"3,814","3,408",406,57,6,119,118,1,1,1,07/26/2020 03:17:16 PM,Agree,Agree
09/05/2020,ID,"33,477","30,999","2,478",281,16,384,348,36,2,0,09/06/2020 02:09:04 PM,Agree,Agree
05/14/2020,ME,"1,603","1,437",166,88,23,69,68,1,3,1,05/15/2020 04:11:22 PM,Agree,Agree
12/30/2020,MO,"388,856",,,"2,761",0,"5,491",,,58,0,12/31/2020 02:55:07 PM,Not agree,Not agree
01/20/2021,NY,"733,850",,,"6,770",0,"15,065",,,128,0,01/21/2021 02:44:32 PM,Not agree,Not agree
12/27/2020,NE,"161,974",,,637,0,"1,559",,,0,0,12/28/2020 02:42:49 PM,Not agree,Not agree
02/13/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
12/10/2020,RMI,4,4,0,0,0,0,0,0,0,0,12/11/2020 03:06:51 PM,Agree,Agree
10/06/2020,MN,"105,740",,,0,0,"2,140","2,087",53,0,0,10/07/2020 01:45:01 PM,N/A,Agree
08/31/2020,NY,"200,519",,,388,0,"8,952",,,1,0,09/01/2020 02:09:34 PM,Not agree,Not agree
02/19/2021,IN,"653,245",,,"1,035",0,"12,325","11,898",427,44,0,02/20/2021 02:45:37 PM,Not agree,Agree
04/06/2020,OK,"1,327",,,77,,51,,,5,,04/05/2020 04:22:39 PM,Agree,Agree
02/18/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
06/04/2020,NV,"9,090",,,139,-16,429,,,-16,-16,06/05/2020 03:17:07 PM,,
06/11/2020,PR,"5,352","1,403","3,949",0,0,144,56,88,0,0,06/12/2020 02:17:59 PM,Agree,Agree
07/13/2020,CT,"47,510","45,523","1,987",223,8,"4,371","3,492",879,23,7,07/14/2020 03:13:07 PM,Agree,Agree
06/01/2020,PW,0,,,0,0,0,,,0,0,06/02/2020 02:16:17 PM,,
05/26/2020,TN,"21,089","20,965",124,358,0,344,343,1,5,0,05/27/2020 03:37:59 PM,Agree,Agree
03/06/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/02/2020,NE,"132,530",,,"2,336",0,"1,128",,,48,0,12/03/2020 03:21:08 PM,Not agree,Not agree
03/28/2020,IL,"3,491",,,465,,47,,,13,,03/28/2020 04:22:39 PM,Agree,Agree
03/26/2020,FL,"2,352",,,491,,29,,,6,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/05/2020,FL,"37,439",,,542,0,"1,471",,,72,0,05/06/2020 04:23:08 PM,Not agree,Not agree
10/31/2020,MT,"32,801","32,801",0,885,0,375,375,0,11,0,11/01/2020 03:03:08 PM,Agree,Agree
10/12/2020,TN,"217,682","207,669","10,013","2,965",144,"2,774","2,649",125,7,0,10/13/2020 01:29:38 PM,Agree,Agree
02/21/2021,WY,"53,795","45,653","8,142",112,42,662,662,0,0,0,02/22/2021 02:53:38 PM,Agree,Agree
04/29/2020,WV,"1,109","1,109",0,14,0,40,,,2,0,04/30/2020 04:07:01 PM,Agree,Not agree
07/27/2020,WI,"53,281","49,417","3,864",601,11,900,893,7,1,0,07/28/2020 02:21:07 PM,Agree,Agree
08/28/2020,NY,"199,357",,,366,0,"8,941",,,2,0,08/29/2020 01:42:50 PM,Not agree,Not agree
06/16/2020,NM,"9,933",,,88,0,447,,,7,-8,06/17/2020 03:06:04 PM,N/A,Not agree
05/09/2020,UT,"6,234","6,234",0,193,0,67,67,0,1,0,05/10/2020 09:26:08 PM,Agree,Agree
04/09/2020,MT,365,,,13,,6,,,0,,04/08/2020 04:22:39 PM,Agree,Agree
10/16/2020,RI,"27,691",,,253,0,"1,152",,,3,0,10/17/2020 02:09:18 PM,Not agree,N/A
04/04/2020,PW,0,,,0,,0,,,0,,04/03/2020 04:22:39 PM,,
10/07/2020,GA,"346,195","324,666","21,529","1,796",318,"7,259","7,259",0,30,0,10/08/2020 09:56:57 AM,Agree,Agree
06/04/2020,HI,653,,,6,0,17,,,0,0,06/05/2020 11:17:07 AM,Not agree,Not agree
01/27/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/08/2020,VT,"2,392",,,45,0,59,,,0,0,11/09/2020 02:38:54 PM,Not agree,Not agree
01/02/2021,NH,"45,184",,,"1,156",366,769,,,11,0,01/03/2021 02:53:25 PM,Not agree,Not agree
03/28/2020,GU,55,,,4,,1,,,0,,03/28/2020 04:22:39 PM,Not agree,Not agree
01/10/2021,NJ,"584,828","528,054","56,774","5,646",627,"19,886","17,827","2,059",32,0,01/11/2021 03:01:02 PM,Agree,Agree
04/04/2020,CT,"5,276",,,361,,165,,,33,,04/03/2020 04:22:39 PM,Agree,Agree
02/28/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/23/2021,NYC,"571,788","493,333","78,455","5,450",154,"26,558","21,631","4,927",92,23,01/24/2021 02:36:49 PM,Agree,Agree
02/26/2020,CA,10,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/03/2020,AR,"8,067",,,249,0,142,,,6,0,06/04/2020 03:03:31 PM,Not agree,Not agree
04/18/2020,NJ,"81,436",,,"2,969",,"4,070",,,230,,04/18/2020 04:22:39 PM,Agree,Agree
08/26/2020,DC,"13,722",,,38,0,605,,,1,0,08/27/2020 01:42:08 PM,,
01/07/2021,VI,"2,130",,,24,0,24,,,0,0,01/08/2021 03:56:01 PM,,
01/30/2020,MA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/10/2020,RI,"38,798",,,789,0,"1,237",,,4,0,11/11/2020 03:15:25 PM,Not agree,N/A
03/02/2020,NH,1,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
10/25/2020,CO,"95,089","88,484","6,605","1,689",20,"2,223","1,839",384,5,1,10/26/2020 01:41:41 PM,Agree,Agree
05/29/2020,AL,"17,322","17,031",291,593,8,613,611,2,19,0,05/30/2020 03:47:59 PM,Agree,Agree
05/02/2020,AZ,"8,364","8,364",0,402,0,348,348,0,18,0,05/03/2020 03:36:03 PM,Agree,Agree
08/13/2020,AK,"3,963",,,82,0,27,,,0,0,08/14/2020 02:30:03 PM,N/A,N/A
04/08/2020,AR,"1,071",,,78,,18,,,0,,04/07/2020 04:22:39 PM,Not agree,Not agree
07/28/2020,NH,"6,500",,,59,0,409,,,0,0,07/29/2020 02:34:46 PM,Not agree,Not agree
09/09/2020,IA,"71,265",,,400,36,"1,194",,,15,0,09/10/2020 02:02:53 PM,Not agree,Not agree
